Date,Day,Open (Unit Curr),High (Unit Curr),Low (Unit Curr),Close (Unit Curr),Volume (000's),Overnight,Intraday,Previous day,,No of Trades,Value,Market Cap,TTM PE(x),Cons TTM PE(x),SENSEX,P/BV(x),Cons P/BV(x),EV/EBIDTA(x),Cons EV/EBIDTA(x),MCAP/Sales(x),Cons MCAP/Sales(x)
10-Mar-2010,Wednesday,246.16,252.20,244.72,249.64,1152.04,,,,,33060.00,116.32,329665.70,21.76,22.02,17098.33,2.58,2.97,12.71,13.99,2.05,2.18
09-Mar-2010,Tuesday,250.12,251.36,244.68,245.22,828.96,,,,,26060.00,82.57,323828.16,21.37,21.63,17052.54,2.54,2.92,12.51,13.77,2.01,2.14
08-Mar-2010,Monday,252.10,253.59,248.44,248.93,464.38,,,,,16292.00,47.07,328733.65,21.69,21.96,17102.60,2.57,2.97,12.67,13.95,2.04,2.17
05-Mar-2010,Friday,252.60,254.55,249.07,250.11,574.52,,,,,19194.00,58.20,330274.80,21.80,22.06,16994.49,2.59,2.98,12.73,14.01,2.05,2.18
04-Mar-2010,Thursday,253.15,255.94,249.62,251.05,793.45,,,,,26308.00,80.82,331517.48,21.88,22.15,16971.70,2.60,2.99,12.77,14.05,2.06,2.19
03-Mar-2010,Wednesday,242.68,253.72,242.68,253.08,1436.80,,,,,41363.00,145.57,334199.05,22.05,22.33,17000.01,2.62,3.02,12.86,14.15,2.08,2.21
02-Mar-2010,Tuesday,244.33,247.40,242.69,243.58,683.74,,,,,18006.00,67.45,321657.80,21.23,21.49,16772.56,2.52,2.90,12.44,13.69,2.00,2.13
26-Feb-2010,Friday,238.73,246.41,238.73,242.20,1298.52,,,,,35797.00,127.79,319826.48,21.11,21.37,16429.55,2.50,2.89,12.38,13.63,1.99,2.11
25-Feb-2010,Thursday,242.70,243.19,237.99,238.81,698.05,,,,,26063.00,67.75,315362.65,20.81,21.07,16254.20,2.47,2.85,12.23,13.46,1.96,2.09
24-Feb-2010,Wednesday,238.23,244.18,238.23,242.00,545.82,,,,,17571.00,53.48,319564.87,21.09,21.35,16255.97,2.50,2.88,12.37,13.62,1.99,2.11
23-Feb-2010,Tuesday,241.44,243.54,240.46,241.43,554.37,,,,,22079.00,54.13,318812.72,21.04,21.30,16286.32,2.50,2.88,12.34,13.59,1.98,2.11
22-Feb-2010,Monday,246.44,247.64,240.76,242.42,600.06,,,,,20920.00,59.24,320120.80,21.13,21.39,16237.05,2.51,2.89,12.39,13.64,1.99,2.12
19-Feb-2010,Friday,245.41,245.91,242.23,243.74,971.94,,,,,39969.00,95.72,321870.36,21.24,21.50,16191.63,2.52,2.90,12.45,13.70,2.00,2.13
18-Feb-2010,Thursday,256.56,256.56,246.41,247.00,1145.78,,,,,37153.00,115.12,326170.69,21.53,21.79,16327.84,2.55,2.94,12.59,13.86,2.03,2.16
17-Feb-2010,Wednesday,253.34,256.53,253.09,255.57,897.27,,,,,21753.00,92.29,337485.61,22.27,22.55,16428.91,2.64,3.04,12.97,14.27,2.10,2.23
16-Feb-2010,Tuesday,248.87,253.59,248.87,251.95,859.29,,,,,18576.00,86.95,332711.11,21.96,22.23,16226.68,2.61,3.00,12.81,14.10,2.07,2.20
15-Feb-2010,Monday,251.37,254.53,248.93,249.49,666.14,,,,,21645.00,67.65,329457.25,21.74,22.01,16038.35,2.58,2.97,12.70,13.98,2.05,2.18
11-Feb-2010,Thursday,245.17,252.10,245.01,251.10,1232.37,,,,,35077.00,124.07,331582.89,21.88,22.15,16152.59,2.60,2.99,12.77,14.06,2.06,2.19
10-Feb-2010,Wednesday,247.64,247.89,243.19,243.84,754.56,,,,,24288.00,74.68,322001.17,21.25,21.51,15922.17,2.52,2.91,12.45,13.71,2.00,2.13
09-Feb-2010,Tuesday,246.39,247.37,243.72,246.10,637.91,,,,,23336.00,63.33,324977.06,21.45,21.71,16042.18,2.54,2.93,12.55,13.81,2.02,2.15
08-Feb-2010,Monday,246.33,248.78,241.70,246.74,1305.53,,,,,47899.00,129.01,325827.32,21.50,21.77,15935.61,2.55,2.94,12.58,13.85,2.02,2.15
06-Feb-2010,Saturday,242.68,247.11,242.68,246.08,216.28,,,,,8922.00,21.46,324960.71,21.45,21.71,15915.65,2.54,2.93,12.55,13.81,2.02,2.15
05-Feb-2010,Friday,248.88,249.79,241.97,243.01,2027.22,,,,,81164.00,200.98,320905.65,21.18,21.44,15790.93,2.51,2.90,12.41,13.67,1.99,2.12
04-Feb-2010,Thursday,254.57,258.79,251.38,252.45,614.74,,,,,22476.00,63.16,333365.15,22.00,22.27,16224.95,2.61,3.01,12.83,14.12,2.07,2.20
03-Feb-2010,Wednesday,255.16,259.48,255.07,256.00,880.77,,,,,19051.00,91.46,338057.90,22.31,22.58,16496.05,2.65,3.05,12.99,14.29,2.10,2.24
02-Feb-2010,Tuesday,261.26,262.25,253.61,254.23,813.11,,,,,24758.00,84.31,335719.70,22.16,22.43,16163.44,2.63,3.03,12.91,14.21,2.09,2.22
01-Feb-2010,Monday,257.04,261.26,256.32,259.18,530.54,,,,,17558.00,55.58,342260.12,22.59,22.87,16356.03,2.68,3.09,13.13,14.45,2.13,2.26
29-Jan-2010,Friday,253.82,260.27,252.10,259.17,929.78,,,,,31852.00,96.25,342230.87,22.59,22.86,16357.96,2.68,3.09,13.12,14.44,2.13,2.26
28-Jan-2010,Thursday,256.31,259.04,253.86,256.91,937.37,,,,,26920.00,97.20,339238.74,22.39,22.66,16306.87,2.66,3.06,13.02,14.34,2.11,2.24
27-Jan-2010,Wednesday,254.60,259.99,252.84,254.05,1108.82,,,,,36881.00,114.52,335461.79,22.14,22.41,16289.82,2.63,3.03,12.90,14.20,2.08,2.22
25-Jan-2010,Monday,258.78,262.48,256.81,257.97,776.14,,,,,24909.00,81.15,340644.87,22.48,22.76,16780.46,2.67,3.07,13.07,14.39,2.12,2.25
22-Jan-2010,Friday,257.54,264.98,255.00,260.81,2229.12,,,,,72221.00,234.53,344389.12,22.73,23.01,16859.68,2.70,3.11,13.20,14.52,2.14,2.28
21-Jan-2010,Thursday,265.47,266.96,260.27,260.97,876.28,,,,,31555.00,93.07,344601.68,22.74,23.02,17051.14,2.70,3.11,13.20,14.53,2.14,2.28
20-Jan-2010,Wednesday,268.68,271.59,265.30,266.90,789.41,,,,,23236.00,85.48,352433.54,23.26,23.54,17474.49,2.76,3.18,13.46,14.82,2.19,2.33
19-Jan-2010,Tuesday,272.41,274.64,267.74,268.74,579.83,,,,,18714.00,63.48,354869.75,23.42,23.71,17486.06,2.78,3.20,13.55,14.91,2.20,2.35
18-Jan-2010,Monday,272.41,276.30,266.30,272.30,590.97,,,,,19596.00,65.31,359562.32,23.73,24.02,17641.08,2.82,3.24,13.70,15.08,2.23,2.38
15-Jan-2010,Friday,278.61,281.08,273.65,274.69,764.21,,,,,22782.00,85.58,362717.96,23.94,24.23,17554.30,2.84,3.27,13.81,15.19,2.25,2.40
14-Jan-2010,Thursday,269.93,278.46,269.44,277.57,1918.33,,,,,37683.00,212.76,366527.61,24.19,24.49,17584.87,2.87,3.31,13.93,15.33,2.28,2.42
13-Jan-2010,Wednesday,268.71,270.41,264.98,269.52,1663.85,,,,,25334.00,180.57,355899.83,23.49,23.78,17509.80,2.79,3.21,13.58,14.94,2.21,2.35
12-Jan-2010,Tuesday,267.38,274.64,263.99,268.37,1258.87,,,,,33842.00,137.54,354379.24,23.39,23.67,17422.51,2.77,3.20,13.53,14.89,2.20,2.34
11-Jan-2010,Monday,285.41,293.38,263.99,267.84,2142.17,,,,,34241.00,233.33,353676.17,23.34,23.63,17526.71,2.77,3.19,13.51,14.86,2.20,2.34
08-Jan-2010,Friday,274.88,276.12,271.73,272.89,930.64,,,,,24743.00,102.81,360347.14,23.78,24.07,17540.29,2.82,3.25,13.73,15.11,2.24,2.38
07-Jan-2010,Thursday,268.69,276.12,268.69,273.70,1489.58,,,,,44771.00,164.36,361409.92,23.85,24.14,17615.72,2.83,3.26,13.76,15.14,2.25,2.39
06-Jan-2010,Wednesday,266.23,270.97,264.98,269.63,1076.78,,,,,31178.00,116.79,356046.98,23.50,23.79,17701.13,2.79,3.21,13.58,14.95,2.21,2.35
05-Jan-2010,Tuesday,268.94,270.60,263.86,264.87,791.76,,,,,23511.00,85.32,349752.06,23.08,23.37,17686.24,2.74,3.16,13.38,14.72,2.17,2.31
04-Jan-2010,Monday,270.92,270.92,253.09,266.30,14099.42,,,,,30115.00,1463.66,351648.71,23.21,23.49,17558.73,2.75,3.17,13.44,14.79,2.18,2.33
31-Dec-2009,Thursday,268.04,271.42,266.71,269.78,722.43,,,,,21205.00,78.75,356243.19,23.51,23.80,17464.81,2.79,3.21,13.59,14.96,2.21,2.36
30-Dec-2009,Wednesday,264.94,268.20,264.94,266.20,373.37,,,,,14605.00,40.21,351517.91,24.07,23.48,17343.82,2.84,3.17,14.56,14.78,2.63,2.32
29-Dec-2009,Tuesday,268.69,269.61,266.24,266.90,627.89,,,,,20285.00,67.86,352433.54,24.13,23.54,17401.56,2.85,3.18,14.59,14.82,2.64,2.33
24-Dec-2009,Thursday,264.98,268.35,260.03,266.27,972.99,,,,,28914.00,104.26,351599.66,24.07,23.49,17360.61,2.84,3.17,14.56,14.79,2.63,2.33
23-Dec-2009,Wednesday,254.58,264.46,252.88,263.96,1398.55,,,,,45695.00,146.93,348558.48,23.86,23.29,17231.11,2.82,3.14,14.45,14.68,2.61,2.30
22-Dec-2009,Tuesday,253.09,254.83,250.52,252.30,774.11,,,,,27652.00,79.01,333156.38,22.81,22.26,16692.00,2.69,3.01,13.90,14.11,2.49,2.20
21-Dec-2009,Monday,248.87,256.25,245.17,251.74,1557.54,,,,,55374.00,157.95,332420.61,22.76,22.21,16601.20,2.69,3.00,13.87,14.09,2.49,2.20
18-Dec-2009,Friday,260.05,260.05,249.62,250.23,1063.23,,,,,38763.00,108.52,330425.86,22.62,22.07,16719.83,2.67,2.98,13.80,14.01,2.47,2.19
17-Dec-2009,Thursday,258.78,260.45,255.10,256.08,837.67,,,,,25424.00,87.01,338143.26,23.15,22.59,16894.25,2.73,3.05,14.08,14.30,2.53,2.24
16-Dec-2009,Wednesday,260.53,261.24,257.08,259.27,840.94,,,,,27696.00,87.97,342361.67,23.44,22.87,16912.77,2.77,3.09,14.23,14.45,2.56,2.26
15-Dec-2009,Tuesday,263.73,267.21,259.53,260.36,707.31,,,,,24671.00,75.01,343800.51,23.54,22.97,16877.16,2.78,3.10,14.28,14.50,2.57,2.27
14-Dec-2009,Monday,263.73,268.32,262.39,264.07,721.17,,,,,20720.00,77.47,348705.64,23.87,23.30,17097.55,2.82,3.15,14.46,14.68,2.61,2.31
11-Dec-2009,Friday,267.42,269.44,263.53,264.72,817.78,,,,,24088.00,88.05,349555.86,23.93,23.35,17119.03,2.83,3.15,14.49,14.71,2.61,2.31
10-Dec-2009,Thursday,263.73,267.88,263.05,265.11,650.51,,,,,22185.00,69.68,350079.07,23.97,23.39,17189.31,2.83,3.16,14.51,14.73,2.62,2.31
09-Dec-2009,Wednesday,264.98,266.91,263.24,265.49,569.67,,,,,19504.00,61.04,350569.59,24.00,23.42,17125.22,2.83,3.16,14.52,14.75,2.62,2.32
08-Dec-2009,Tuesday,261.25,268.46,260.05,267.52,921.37,,,,,31026.00,99.02,353251.06,24.18,23.60,17227.68,2.86,3.19,14.62,14.85,2.64,2.34
07-Dec-2009,Monday,268.72,272.06,260.30,261.42,1119.52,,,,,33694.00,119.72,345206.65,23.63,23.06,16983.14,2.79,3.11,14.33,14.55,2.58,2.28
04-Dec-2009,Friday,269.93,273.99,267.96,269.70,730.13,,,,,27639.00,79.78,356128.73,24.38,23.79,17101.54,2.88,3.21,14.73,14.95,2.66,2.35
03-Dec-2009,Thursday,273.68,277.36,271.17,272.79,704.71,,,,,25505.00,78.08,360216.34,24.66,24.06,17185.68,2.91,3.25,14.87,15.10,2.69,2.38
02-Dec-2009,Wednesday,267.45,276.87,267.45,272.47,767.63,,,,,29609.00,84.84,359791.23,24.63,24.04,17169.91,2.91,3.25,14.86,15.09,2.69,2.38
01-Dec-2009,Tuesday,264.97,272.41,263.24,271.88,647.74,,,,,27695.00,70.40,359006.41,24.58,23.98,17198.27,2.90,3.24,14.83,15.06,2.69,2.37
30-Nov-2009,Monday,262.75,266.96,261.28,263.20,830.98,,,,,29236.00,88.68,347544.76,23.79,23.22,16926.22,2.81,3.14,14.42,14.64,2.60,2.30
27-Nov-2009,Friday,257.55,262.75,250.43,259.75,1709.75,,,,,58141.00,176.36,342999.34,23.48,22.91,16632.01,2.77,3.09,14.25,14.47,2.57,2.27
26-Nov-2009,Thursday,272.41,274.88,261.66,263.64,1126.74,,,,,40162.00,121.53,348133.37,23.83,23.26,16854.93,2.81,3.14,14.44,14.66,2.60,2.30
25-Nov-2009,Wednesday,270.55,275.61,269.31,271.63,1323.58,,,,,47422.00,292.29,360497.42,24.68,24.08,17198.95,2.95,3.30,14.88,15.11,2.70,2.38
24-Nov-2009,Tuesday,274.88,274.88,268.24,269.45,701.10,,,,,29543.00,152.72,357597.01,24.48,23.89,17131.08,2.93,3.27,14.78,15.01,2.68,2.36
23-Nov-2009,Monday,265.60,273.03,264.30,271.85,1258.00,,,,,55378.00,274.54,360785.00,24.70,24.10,17180.18,2.96,3.30,14.89,15.12,2.70,2.39
20-Nov-2009,Friday,256.27,264.36,253.96,263.14,753.36,,,,,33011.00,158.13,349188.08,23.91,23.33,17021.85,2.86,3.20,14.48,14.70,2.61,2.31
19-Nov-2009,Thursday,260.02,261.38,256.59,257.79,622.54,,,,,31128.00,130.22,342089.79,23.42,22.85,16785.65,2.80,3.13,14.22,14.44,2.56,2.26
18-Nov-2009,Wednesday,264.42,265.97,259.42,260.33,846.99,,,,,35557.00,178.91,345458.19,23.65,23.08,16998.78,2.83,3.16,14.34,14.56,2.58,2.28
17-Nov-2009,Tuesday,267.83,267.83,260.77,264.20,875.85,,,,,36470.00,186.49,350601.16,24.00,23.42,17050.65,2.87,3.21,14.53,14.75,2.62,2.32
16-Nov-2009,Monday,264.98,267.31,263.95,265.94,521.05,,,,,23821.00,111.80,352901.53,24.16,23.58,17032.51,2.89,3.23,14.61,14.83,2.64,2.33
13-Nov-2009,Friday,258.75,263.48,258.18,262.09,706.37,,,,,33754.00,149.12,347799.64,23.81,23.24,16848.83,2.85,3.18,14.42,14.65,2.60,2.30
12-Nov-2009,Thursday,252.02,265.47,252.02,260.05,881.25,,,,,41190.00,185.93,345088.49,23.62,23.05,16696.03,2.83,3.16,14.33,14.55,2.58,2.28
11-Nov-2009,Wednesday,256.31,263.02,252.05,261.01,844.05,,,,,42509.00,175.42,346361.91,23.71,23.14,16849.60,2.84,3.17,14.37,14.60,2.59,2.29
10-Nov-2009,Tuesday,251.98,260.03,248.51,254.16,1370.03,,,,,56959.00,282.20,337267.23,23.09,22.53,16440.56,2.76,3.09,14.04,14.26,2.52,2.23
09-Nov-2009,Monday,242.65,251.48,242.65,250.68,765.40,,,,,37352.00,153.74,332658.27,22.77,22.22,16498.72,2.72,3.05,13.88,14.09,2.49,2.20
06-Nov-2009,Friday,242.70,244.42,240.21,242.29,707.95,,,,,27837.00,138.53,321517.90,22.01,21.48,16158.28,2.63,2.94,13.48,13.69,2.41,2.13
05-Nov-2009,Thursday,240.07,240.96,229.18,240.19,946.58,,,,,51038.00,179.31,318732.81,21.82,21.29,16063.90,2.61,2.92,13.38,13.59,2.38,2.11
04-Nov-2009,Wednesday,228.45,238.65,227.83,237.82,1041.49,,,,,46575.00,197.14,315586.23,21.61,21.08,15912.13,2.59,2.89,13.26,13.47,2.36,2.09
03-Nov-2009,Tuesday,237.73,238.36,223.62,225.44,1107.48,,,,,52439.00,206.92,299155.01,20.48,19.99,15404.94,2.45,2.74,12.67,12.87,2.24,1.98
30-Oct-2009,Friday,248.89,250.12,237.94,239.13,1539.12,,,,,58731.00,301.02,317327.94,21.72,21.20,15896.28,2.60,2.91,13.32,13.54,2.37,2.10
29-Oct-2009,Thursday,247.61,255.77,246.41,248.12,710.61,,,,,32633.00,143.41,329257.01,22.54,22.00,16052.72,2.70,3.01,13.76,13.97,2.46,2.18
28-Oct-2009,Wednesday,244.54,252.92,244.54,252.06,862.45,,,,,38734.00,174.49,334482.14,22.90,22.35,16283.49,2.74,3.06,13.94,14.16,2.50,2.21
27-Oct-2009,Tuesday,247.64,248.84,244.56,246.44,893.50,,,,,44054.00,177.82,327030.58,22.39,21.85,16353.40,2.68,2.99,13.68,13.89,2.45,2.16
26-Oct-2009,Monday,252.60,255.63,248.27,249.56,779.10,,,,,37405.00,158.11,331163.03,22.67,22.12,16740.50,2.71,3.03,13.82,14.04,2.48,2.19
23-Oct-2009,Friday,266.46,266.71,252.25,253.50,1623.07,,,,,63418.00,337.27,336396.37,23.03,22.47,16810.81,2.76,3.08,14.01,14.23,2.52,2.22
22-Oct-2009,Thursday,269.31,269.91,262.50,264.18,563.68,,,,,27133.00,121.03,350568.30,24.00,23.42,16789.74,2.87,3.21,14.52,14.75,2.62,2.32
21-Oct-2009,Wednesday,268.69,273.52,268.69,270.23,600.00,,,,,25973.00,131.49,358603.17,24.55,23.96,17009.17,2.94,3.28,14.82,15.04,2.68,2.37
20-Oct-2009,Tuesday,276.75,277.40,269.59,270.41,614.79,,,,,27063.00,135.47,358833.20,24.57,23.97,17223.01,2.94,3.29,14.82,15.05,2.68,2.37
17-Oct-2009,Saturday,285.29,285.29,273.89,275.47,296.63,,,,,17290.00,66.12,365553.57,25.03,24.42,17326.01,2.99,3.35,15.07,15.30,2.73,2.42
16-Oct-2009,Friday,270.56,275.13,266.24,274.46,830.32,,,,,35072.00,183.28,364214.43,24.93,24.33,17322.82,2.98,3.33,15.02,15.25,2.72,2.41
15-Oct-2009,Thursday,272.28,275.13,268.07,268.87,825.78,,,,,32310.00,180.78,356787.52,24.43,23.84,17195.20,2.92,3.27,14.75,14.98,2.67,2.36
14-Oct-2009,Wednesday,269.94,271.79,266.60,269.71,714.02,,,,,30655.00,155.53,357904.84,24.50,23.91,17231.11,2.93,3.28,14.79,15.02,2.68,2.37
12-Oct-2009,Monday,261.89,270.56,261.51,268.33,1594.54,,,,,43884.00,343.79,356080.97,24.38,23.79,17026.67,2.92,3.26,14.72,14.95,2.66,2.35
09-Oct-2009,Friday,262.25,264.04,258.79,260.03,914.26,,,,,37337.00,192.92,345063.84,23.62,23.05,16642.66,2.83,3.16,14.33,14.55,2.58,2.28
08-Oct-2009,Thursday,266.22,273.52,260.03,262.40,2483.18,,,,,81484.00,533.09,348210.42,23.84,23.26,16843.54,2.85,3.19,14.44,14.66,2.60,2.30
07-Oct-2009,Wednesday,260.03,266.84,257.93,259.90,479.88,,,,,19280.00,101.95,344891.31,23.61,23.04,16806.66,2.83,3.16,14.32,14.54,2.58,2.28
06-Oct-2009,Tuesday,264.94,266.84,260.38,264.04,820.85,,,,,22894.00,174.69,350387.56,23.99,23.41,16958.54,2.87,3.21,14.52,14.74,2.62,2.32
05-Oct-2009,Monday,256.27,268.94,256.27,264.62,731.62,,,,,18842.00,156.38,351151.61,24.04,23.46,16866.41,2.88,3.22,14.55,14.77,2.63,2.32
01-Oct-2009,Thursday,271.13,273.03,266.84,268.75,563.55,,,,,21668.00,122.36,356631.42,24.42,23.83,17134.55,2.92,3.27,14.74,14.97,2.67,2.36
30-Sep-2009,Wednesday,268.71,273.76,267.59,272.56,1091.55,,,,,32318.00,240.14,361684.02,24.76,24.16,17126.84,2.96,3.31,14.93,15.15,2.71,2.39
29-Sep-2009,Tuesday,266.22,269.56,265.10,268.20,713.05,,,,,29352.00,154.25,340900.11,23.93,22.77,16852.91,2.89,3.12,14.83,14.40,2.59,2.25
25-Sep-2009,Friday,258.16,265.72,257.04,263.72,1047.01,,,,,41828.00,222.25,335202.71,22.54,22.39,16693.00,2.84,3.07,14.61,14.19,2.55,2.22
24-Sep-2009,Thursday,258.03,262.98,254.90,260.57,721.86,,,,,29119.00,150.47,331205.08,22.27,22.13,16781.43,2.80,3.03,14.46,14.04,2.52,2.19
23-Sep-2009,Wednesday,258.04,263.03,258.04,260.20,1219.49,,,,,27064.00,256.95,330732.92,22.24,22.09,16719.50,2.80,3.03,14.44,14.02,2.51,2.19
22-Sep-2009,Tuesday,260.03,264.95,258.56,259.57,773.72,,,,,30518.00,163.45,329938.11,22.19,22.04,16886.43,2.79,3.02,14.41,14.00,2.51,2.18
18-Sep-2009,Friday,256.27,261.64,256.27,259.86,766.15,,,,,31717.00,160.76,330307.97,22.21,22.07,16741.30,2.80,3.03,14.43,14.01,2.51,2.18
17-Sep-2009,Thursday,268.67,272.96,256.34,258.34,12949.21,,,,,80597.00,2745.77,328364.24,22.08,21.94,16711.11,2.78,3.01,14.35,13.94,2.50,2.17
16-Sep-2009,Wednesday,272.44,273.65,267.87,270.36,600.95,,,,,23429.00,131.03,343654.38,23.11,22.96,16677.04,2.91,3.15,14.93,14.50,2.61,2.27
15-Sep-2009,Tuesday,265.84,270.36,264.94,269.95,529.56,,,,,20381.00,115.00,343127.14,23.07,22.92,16454.45,2.90,3.14,14.91,14.48,2.61,2.27
14-Sep-2009,Monday,263.18,267.44,261.64,265.84,709.43,,,,,25490.00,151.86,337901.89,22.72,22.57,16214.19,2.86,3.10,14.71,14.29,2.57,2.23
11-Sep-2009,Friday,268.05,268.69,261.39,265.10,816.35,,,,,27373.00,174.41,336957.57,22.66,22.51,16264.30,2.85,3.09,14.68,14.25,2.56,2.23
10-Sep-2009,Thursday,270.08,273.03,264.36,266.12,1078.49,,,,,40294.00,234.56,338256.01,22.75,22.60,16216.86,2.86,3.10,14.73,14.30,2.57,2.24
09-Sep-2009,Wednesday,255.69,269.25,255.20,268.61,1812.96,,,,,65464.00,387.89,341427.36,22.96,22.81,16183.55,2.89,3.13,14.85,14.41,2.60,2.26
08-Sep-2009,Tuesday,248.28,259.11,233.74,256.95,1413.42,,,,,50617.00,290.92,326601.51,21.96,21.82,16123.67,2.76,2.99,14.29,13.87,2.48,2.16
07-Sep-2009,Monday,246.56,248.63,244.55,247.72,586.38,,,,,23725.00,116.94,314868.31,21.17,21.04,16016.32,2.66,2.88,13.84,13.45,2.39,2.08
04-Sep-2009,Friday,238.94,247.02,238.94,245.28,1013.37,,,,,33502.00,199.32,311767.79,20.96,20.83,15689.12,2.64,2.86,13.73,13.33,2.37,2.06
03-Sep-2009,Thursday,245.91,246.07,238.34,239.24,931.92,,,,,32008.00,181.85,304087.31,20.45,20.31,15398.33,2.57,2.79,13.44,13.05,2.31,2.01
02-Sep-2009,Wednesday,243.30,247.28,242.23,244.15,647.50,,,,,26602.00,128.06,310327.70,20.87,20.73,15467.46,2.63,2.84,13.67,13.28,2.36,2.05
01-Sep-2009,Tuesday,249.75,252.84,243.56,245.41,823.04,,,,,30012.00,164.80,311940.92,20.98,20.84,15551.19,2.64,2.86,13.73,13.34,2.37,2.06
31-Aug-2009,Monday,253.34,255.06,246.81,248.15,740.49,,,,,30784.00,149.90,315419.17,21.21,21.07,15666.64,2.67,2.89,13.86,13.47,2.40,2.09
28-Aug-2009,Friday,251.32,256.93,250.74,256.35,770.54,,,,,27474.00,158.31,325838.18,21.91,21.77,15922.34,2.76,2.99,14.26,13.85,2.48,2.15
27-Aug-2009,Thursday,250.73,254.64,250.13,252.63,604.40,,,,,22657.00,123.36,321108.71,21.59,21.45,15781.07,2.72,2.94,14.08,13.67,2.44,2.12
26-Aug-2009,Wednesday,251.98,253.22,249.27,252.55,652.64,,,,,23483.00,132.68,321006.40,21.59,21.45,15769.85,2.72,2.94,14.07,13.67,2.44,2.12
25-Aug-2009,Tuesday,242.65,251.35,242.65,250.58,971.45,,,,,36377.00,193.86,318511.82,21.42,21.28,15688.47,2.70,2.92,13.98,13.58,2.42,2.11
24-Aug-2009,Monday,241.46,245.17,240.83,244.46,588.80,,,,,21696.00,115.76,310721.17,20.89,20.76,15628.75,2.63,2.85,13.69,13.29,2.36,2.05
21-Aug-2009,Friday,234.02,239.55,230.93,238.81,772.52,,,,,34220.00,147.09,303544.32,20.41,20.28,15240.83,2.57,2.78,13.41,13.03,2.31,2.01
20-Aug-2009,Thursday,235.27,238.47,233.90,235.01,613.20,,,,,21899.00,117.13,298720.41,20.09,19.96,15012.32,2.53,2.74,13.23,12.86,2.27,1.98
19-Aug-2009,Wednesday,239.59,242.07,231.92,233.21,1518.86,,,,,44283.00,288.46,296430.43,19.93,19.80,14809.64,2.51,2.72,13.15,12.77,2.25,1.96
18-Aug-2009,Tuesday,238.36,242.17,237.74,241.01,819.83,,,,,31782.00,159.21,306337.94,20.60,20.47,15035.26,2.59,2.81,13.52,13.13,2.33,2.03
17-Aug-2009,Monday,247.61,249.87,237.90,240.16,993.02,,,,,33116.00,195.11,305267.71,20.53,20.39,14784.92,2.58,2.80,13.48,13.10,2.32,2.02
14-Aug-2009,Friday,250.08,255.54,248.52,251.89,1201.74,,,,,46188.00,244.67,320172.25,21.53,21.39,15411.63,2.71,2.93,14.04,13.64,2.43,2.12
13-Aug-2009,Thursday,250.24,252.05,247.32,250.55,834.01,,,,,33190.00,168.44,318464.60,21.42,21.28,15518.49,2.70,2.92,13.98,13.58,2.42,2.11
12-Aug-2009,Wednesday,245.16,247.87,240.59,246.62,1123.55,,,,,40693.00,221.62,313475.44,21.08,20.94,15020.16,2.65,2.87,13.79,13.39,2.38,2.07
11-Aug-2009,Tuesday,246.41,253.50,244.55,247.58,985.98,,,,,38604.00,198.52,314687.32,21.16,21.02,15074.59,2.66,2.88,13.84,13.44,2.39,2.08
10-Aug-2009,Monday,251.36,252.35,244.34,245.95,977.66,,,,,34842.00,195.51,312625.55,21.02,20.89,15009.77,2.65,2.86,13.76,13.36,2.38,2.07
07-Aug-2009,Friday,251.93,255.57,246.41,247.14,1111.71,,,,,39997.00,224.60,314128.59,21.12,20.99,15160.24,2.66,2.88,13.81,13.42,2.39,2.08
06-Aug-2009,Thursday,250.12,262.97,250.12,253.41,1333.81,,,,,51909.00,277.26,322100.24,21.66,21.52,15514.03,2.73,2.95,14.12,13.71,2.45,2.13
05-Aug-2009,Wednesday,253.22,257.88,251.52,256.96,1055.36,,,,,38996.00,217.54,326617.25,21.96,21.82,15903.83,2.76,2.99,14.29,13.87,2.48,2.16
04-Aug-2009,Tuesday,248.88,254.45,248.29,252.74,942.16,,,,,36034.00,191.54,321250.35,21.60,21.46,15830.98,2.72,2.94,14.08,13.68,2.44,2.12
03-Aug-2009,Monday,242.69,251.72,242.44,249.49,837.69,,,,,35437.00,166.91,317126.82,21.33,21.19,15924.23,2.68,2.91,13.93,13.53,2.41,2.10
31-Jul-2009,Friday,238.36,244.55,237.24,242.33,1014.51,,,,,38654.00,197.15,308021.98,20.71,20.58,15670.31,2.61,2.82,13.58,13.20,2.34,2.04
30-Jul-2009,Thursday,235.87,240.21,234.02,235.25,689.80,,,,,28159.00,131.72,299019.45,20.11,19.98,15387.96,2.53,2.74,13.24,12.87,2.27,1.98
29-Jul-2009,Wednesday,235.26,239.60,231.86,238.52,1357.13,,,,,57725.00,258.81,303174.46,20.39,20.25,15173.46,2.57,2.78,13.40,13.02,2.31,2.00
28-Jul-2009,Tuesday,240.26,242.44,234.15,236.53,1211.98,,,,,48092.00,231.74,300648.40,20.22,20.09,15331.94,2.54,2.75,13.31,12.93,2.29,1.99
27-Jul-2009,Monday,243.31,243.93,236.25,240.03,1714.35,,,,,66537.00,330.65,305102.45,20.52,20.38,15375.04,2.58,2.80,13.47,13.09,2.32,2.02
24-Jul-2009,Friday,253.22,255.68,245.81,249.35,1331.38,,,,,56065.00,268.25,316937.95,21.31,21.17,15378.96,2.68,2.90,13.92,13.52,2.41,2.10
