Date,Open (Unit Curr),High (Unit Curr),Low (Unit Curr),Close (Unit Curr),Volume (000's),No of Trades,Value,Market Cap,TTM PE(x),Cons TTM PE(x),SENSEX,P/BV(x),Cons P/BV(x),EV/EBIDTA(x),Cons EV/EBIDTA(x),MCAP/Sales(x),Cons MCAP/Sales(x)
29-Nov-02,71.09375,71.934375,70.125,71.209375,233.469,16802,105.7763312,30173.23378,35.12685849,,3228.82,11.95953578,,24.63878093,,10.10785936,
28-Nov-02,70.546875,71.640625,70.3125,71.38671875,483.012,26862,219.5002511,30248.37886,35.21434035,,3220.75,11.98932046,,24.70175437,,10.13303253,
27-Nov-02,70.3125,71.6875,69.1796875,69.48125,681.728,34276,307.1093865,29440.98301,34.27439205,,3174.11,11.66929909,,24.02513657,,9.862559574,
26-Nov-02,71.171875,71.78125,69.84375,70.08984375,402.147,23357,182.5918348,29698.85975,34.57460514,,3187.76,11.77151174,,24.24124369,,9.948946795,
25-Nov-02,72.34375,72.9375,70.8859375,71.2859375,437.795,21919,200.4014178,30205.67527,35.16462599,,3175.56,11.97239436,,24.6659677,,10.11872707,
22-Nov-02,71.40625,73.015625,71.25,72.171875,706.82,37450,327.0968717,30581.06965,35.60164993,,3141.61,12.12118659,,24.98055753,,10.24448203,
21-Nov-02,69.53125,70.9375,69.453125,70.61015625,606.432,34646,272.4773828,29919.32947,34.83126999,,3101.36,11.85889765,,24.4260028,,10.02280288,
20-Nov-02,66.09375,69.1828125,65.78125,68.865625,762.555,41290,331.4098589,29180.12695,33.97071052,,3075.48,11.56590556,,23.8065327,,9.775174298,
18-Nov-02,67.65625,67.9375,65.65,66.14609375,419.43,24717,177.8550948,28027.79199,32.62919349,,3057.16,11.10916329,,22.84084734,,9.38914873,
15-Nov-02,65.234375,68.5109375,64.921875,67.66875,545.168,32090,231.4634996,28672.9804,33.38030429,,3033.91,11.36489172,,23.38153127,,9.605283126,
14-Nov-02,62.03125,65.59375,62.03125,64.5859375,395.898,24321,161.0534711,27366.71388,31.85958432,,2986.56,10.84713677,,22.28684743,,9.167691373,
13-Nov-02,61.71875,62.34375,61.640625,61.93671875,244.674,16030,97.1015286,26244.17213,30.55275173,,2960.66,10.40220341,,21.34612952,,8.791646358,
12-Nov-02,60.9375,61.703125,60.75,61.53984375,212.762,15096,83.2443406,26076.00604,30.35697734,,2961.24,10.3355487,,21.20520215,,8.735311687,
11-Nov-02,62.5,62.65625,61.21875,61.54375,249.598,16563,98.4692004,26077.66121,30.35890425,,2948.04,10.33620475,,21.20658923,,8.735866162,
08-Nov-02,62.484375,62.734375,62.0328125,62.4875,258.298,17173,103.1000577,26477.55223,30.8244465,,2956.84,10.49470652,,21.54170785,,8.869827347,
07-Nov-02,62.640625,64.265625,62.109375,62.990625,725.397,35746,294.9836158,26690.73916,31.07263293,,2975.26,10.5792058,,21.72036381,,8.941243741,
05-Nov-02,61.59375,63.640625,61.5625,63.3734375,593.882,31355,237.6312058,26852.15896,31.26055347,,2982.39,10.64319064,,21.85563761,,8.995318441,
04-Nov-02,60.953125,61.5625,60.671875,61.42421875,144.904,7958,56.7023508,26026.24934,30.29905194,,2987.58,10.31583098,,21.1635048,,8.71864348,
01-Nov-02,59.453125,60.859375,59.359375,60.4984375,338.273,20279,130.7339506,25633.98364,29.84238689,,2950.58,10.16035155,,20.83477639,,8.587236734,
31-Oct-02,59.3734375,59.996875,58.84609375,59.184375,250.405,13884,95.2330999,25077.19808,29.19419227,,2949.32,9.939662591,,20.36817624,,8.400716781,
30-Oct-02,59.0625,59.6390625,58.834375,59.18046875,232.997,13062,88.3061165,25075.54295,29.19226541,,2888.59,9.939006559,,20.3667892,,8.400162322,
29-Oct-02,54.6875,59.421875,54.6875,59.2625,326.87,19041,122.9216123,25110.30067,29.2327294,,2885.23,9.952783218,,20.39591703,,8.411805957,
28-Oct-02,58.8125,59.109375,58.28125,58.478125,171.83,11581,64.5818855,24777.95067,28.84581656,,2834.41,9.821052118,,20.11739946,,8.300470622,
25-Oct-02,58.90625,58.984375,58.29921875,58.57734375,337.505,17949,126.7120734,24819.99096,28.89475873,,2875.53,9.837715315,,20.15263027,,8.314553877,
24-Oct-02,59.54765625,59.84375,58.609375,59.078125,287.159,16227,108.8452947,25032.17856,29.14178176,,2908.05,9.921818537,,20.33044876,,8.3856355,
23-Oct-02,58.984375,59.70703125,58.86171875,59.465625,334.056,20674,126.7767089,25196.3674,29.33292596,,2948.96,9.98689685,,20.4680431,,8.440637817,
22-Oct-02,59.984375,60.375,59.296875,59.55625,320.568,20531,122.7335948,25234.76641,29.37762903,,2965.97,10.00211678,,20.50022242,,8.453501262,
21-Oct-02,60.08203125,60.453125,59.2,59.91171875,324.245,19740,124.1780121,25385.38319,29.552973,,2998.01,10.06181563,,20.62644303,,8.503957017,
18-Oct-02,60.390625,60.9375,59.63046875,60.065625,387.616,23028,149.7614182,25450.5953,29.62889116,,3009.76,10.08766327,,20.6810924,,8.525802695,
17-Oct-02,58.2609375,60.078125,58.15625,59.825,424.465,26355,160.8120367,25348.63932,29.51019678,,3006.14,10.04725174,,20.59565075,,8.49164803,
16-Oct-02,60.46875,61.1875,58.23671875,58.40859375,496.295,29240,189.0359539,24748.48936,28.81151851,,2994.99,9.809374759,,20.09271016,,8.290601255,
14-Oct-02,59.3765625,60.15625,58.53359375,59.68984375,515.265,30765,195.6010102,25291.37184,29.44352753,,3003.39,10.02455305,,20.54765918,,8.472463755,
11-Oct-02,57.984375,59.28125,57.52421875,58.76953125,460.865,28613,172.1057091,24901.42333,28.98956008,,2995.77,9.869992059,,20.22087262,,8.341833252,
10-Oct-02,53.90625,57.03125,53.90625,56.79375,831.88,43058,294.9201459,24064.25883,28.01495593,,2969.49,9.538171388,,19.51930795,,8.06138797,
09-Oct-02,55.9375,56.38828125,54,54.29765625,424.516,23368,150.6884126,23006.63108,26.78369445,,2956.89,9.118967339,,18.63298958,,7.707088771,
08-Oct-02,53.31171875,55.8125,53.31171875,55.49296875,372.746,21774,130.4388339,23513.1007,27.37331262,,2973.35,9.31971294,,19.05742373,,7.876753177,
07-Oct-02,54.34375,54.640625,53.75390625,53.9484375,184.924,11493,64.0792613,22858.6625,26.61143346,,2952.78,9.060318134,,18.50898823,,7.657520151,
04-Oct-02,54.0625,55.015625,53.84375,54.6796875,326.211,20050,113.9592661,23168.50274,26.97214104,,2930.51,9.183127207,,18.76864207,,7.761314846,
03-Oct-02,53.109375,54.296875,53.09375,54.1875,271.663,17445,93.8295146,22959.95642,26.72935709,,2938.06,9.100467254,,18.59387506,,7.691453032,
01-Oct-02,52.34375,53.515625,52.34375,53.3015625,317.279,19725,107.637533,22584.57305,26.29234598,,2959.66,8.951679338,,18.27929446,,7.565701767,
30-Sep-02,54.25078125,54.453125,52.890625,53.1296875,278.309,16716,95.54112,22511.74736,26.20756428,,2991.36,8.922813957,,18.21826471,,7.541305578,
27-Sep-02,54.453125,55.109375,54.375,54.69453125,380.952,18757,133.4950423,23174.79223,27.76192244,,3037.26,10.08839838,,19.48300497,,8.409808749,
26-Sep-02,54.4515625,55.15625,54.0046875,54.25078125,220.012,14041,77.0225586,22986.76952,27.53668323,,3014.69,10.00654876,,19.31948592,,8.341577931,
25-Sep-02,52.890625,54.27890625,52.5828125,54.18203125,282.55,17818,97.1000149,22957.63924,27.50178701,,3021.08,9.993867828,,19.29415198,,8.331006959,
24-Sep-02,53.52109375,53.859375,52.734375,53.23515625,361.736,19415,123.0593922,22556.43585,27.02117095,,3022.25,9.819216871,,18.94523456,,8.185415846,
23-Sep-02,54.84375,55.59375,54.23828125,54.41015625,157.425,11713,55.0240272,23054.29881,27.617579,,3021.28,10.03594545,,19.37821459,,8.366083366,
20-Sep-02,53.70703125,55.06875,53.3171875,54.84296875,233.525,15212,81.163092,23237.68715,27.83726654,,3024.35,10.11577765,,19.53770325,,8.432632439,
19-Sep-02,55.625,55.78125,54.40625,54.5921875,277.762,17207,97.6075384,23131.42784,27.70997466,,3040.3,10.06952109,,19.44529195,,8.394072416,
18-Sep-02,56.890625,56.890625,55.5796875,55.78203125,348.841,18535,125.3234111,23635.58029,28.31391713,,3069.78,10.2889876,,19.88374181,,8.577022304,
17-Sep-02,55.484375,57.546875,55.484375,57.340625,255.37,17307,92.970364,24295.97696,29.1050302,,3103.9,10.57646999,,20.4580737,,8.816671042,
16-Sep-02,55.875,56.0625,54.921875,55.634375,199.896,15676,71.1677395,23573.01639,28.23896957,,3076.01,10.26175242,,19.82933142,,8.55431874,
13-Sep-02,55.21875,56.421875,55.21875,55.9421875,141.475,10736,50.651115,23703.4406,28.39520945,,3098.94,10.31852839,,19.94275837,,8.601647864,
12-Sep-02,57.734375,57.96875,56.671875,56.940625,143.669,11892,52.4431087,24126.4917,28.90199767,,3131.34,10.50269005,,20.31067624,,8.755167205,
11-Sep-02,56.40625,57.890625,56.28515625,57.6796875,287.888,18231,106.014362,24439.6422,29.27713199,,3125.66,10.63901002,,20.58301607,,8.868805153,
09-Sep-02,55.3140625,56.71875,54.5265625,56.3140625,213.526,15421,76.2036762,23861.00892,28.58396625,,3089.47,10.38712068,,20.07979194,,8.658827212,
06-Sep-02,55.1609375,55.65625,54.46875,55.22109375,304.617,20043,107.3344789,23397.90369,28.02919573,,3141.11,10.18552276,,19.67703991,,8.490772784,
05-Sep-02,54.84375,56.390625,54.84375,55.86796875,456.44,26732,163.0340534,23671.99313,28.3575374,,3181.47,10.30483876,,19.91540923,,8.590236019,
04-Sep-02,53.75,54.96875,53.484375,54.71953125,247.283,18002,85.7778284,23185.38506,27.77461197,,3173.35,10.09300963,,19.49221731,,8.413652739,
03-Sep-02,55.46875,55.628125,54.390625,54.61015625,249.382,17176,87.5695235,23139.04144,27.71909527,,3159.77,10.07283542,,19.45191332,,8.396835284,
02-Sep-02,56.875,57.171875,55.6328125,55.94375,259.113,19022,93.0468584,23704.10265,28.39600254,,3187.26,10.3188166,,19.94333414,,8.601888113,
30-Aug-02,54.40625,56.934375,54.296875,56.54765625,371.51,23290,132.1283606,23959.98567,28.70253408,,3181.23,10.43020702,,20.16586975,,8.694744491,
29-Aug-02,53.125,55.0625,52.96875,54.61953125,358.983,22730,123.8634651,23143.01375,27.72385384,,3114.16,10.07456464,,19.45536795,,8.39827678,
28-Aug-02,53.28125,53.88828125,52.71875,53.57890625,219.466,16808,74.7124505,22702.08725,27.19565203,,3099.38,9.882621509,,19.07190425,,8.238270706,
27-Aug-02,54.40625,55.515625,53.30078125,53.47734375,525.6,29597,182.637073,22659.05388,27.1441008,,3097.85,9.863888321,,19.03447912,,8.222654497,
26-Aug-02,54.84375,55.15625,53.8046875,54.33359375,257.898,17196,89.7851701,23021.85827,27.57871731,,3123.6,10.02182351,,19.3500018,,8.354311147,
23-Aug-02,52.8125,55.3875,52.6546875,55.221875,638.23,33964,221.9111877,23398.23472,28.02959228,,3119.18,10.18566686,,19.67732779,,8.490892909,
22-Aug-02,53.4375,53.734375,52.39375,52.55859375,284.204,18012,96.3188419,22269.76742,26.67776046,,3080.7,9.694425016,,18.69592558,,8.081387873,
21-Aug-02,51.58046875,53.4375,51.578125,53.1,321.277,20096,107.8324524,22499.16837,26.95256816,,3084.38,9.79428732,,18.89543034,,8.164634277,
20-Aug-02,50.9359375,52.3125,50.75,51.89375,233.575,14871,76.8879358,21988.06438,26.34029819,,3089.58,9.571794682,,18.45093489,,7.97916177,
19-Aug-02,50.203125,50.6875,50.1734375,50.40078125,146.032,11758,47.1509927,21355.47389,25.58249514,,3064.04,9.296416812,,17.90078539,,7.749603506,
16-Aug-02,50,50.375,49.72265625,50.2140625,143.988,11174,46.1301785,21271.00789,25.48131026,,3065.9,9.25968082,,17.82732724,,7.718951973,
14-Aug-02,50.15625,50.15625,49.234375,49.31953125,145.7,11363,46.2360922,20892.07855,25.0273771,,3020.7,9.094725558,,17.49778106,,7.581443805,
13-Aug-02,50.515625,50.703125,50.03125,50.48203125,271.982,19621,87.6311412,21384.52122,25.61729199,,3036.4,9.309095366,,17.92604719,,7.760144376,
12-Aug-02,49.640625,50.609375,49.1875,50.453125,241.291,16378,77.214896,21372.27634,25.6026234,,3007.85,9.303764934,,17.9153981,,7.755700881,
09-Aug-02,48.5625,49.765625,47.875,49.4625,302.258,18638,94.0158847,20952.64106,25.09992711,,2976.34,9.121089587,,17.55045089,,7.603421093,
08-Aug-02,49.184375,49.4375,48.140625,48.31484375,228.076,14040,71.3573387,20466.4863,24.51754474,,2950.09,8.909457027,,17.12765321,,7.427002316,
07-Aug-02,49.703125,49.921875,48.59375,48.7546875,230.588,13940,72.8376882,20652.80702,24.74074506,,3009.48,8.990566034,,17.28969208,,7.494615503,
06-Aug-02,47.5625,49.215625,47.34375,49.0296875,211.399,12280,65.1071915,20769.29883,24.88029482,,3023.26,9.041277172,,17.39100235,,7.536888756,
05-Aug-02,47.734375,48.609375,47.1875,48.35859375,239.703,14732,73.4572711,20485.01909,24.53974584,,3011.35,8.917524708,,17.14377076,,7.433727606,
02-Aug-02,47.046875,47.265625,45.8609375,47.071875,257.379,16372,76.7594804,19939.95655,23.88679569,,2985.01,8.680248449,,16.66974232,,7.235932014,
01-Aug-02,47.5171875,48.184375,47.34375,47.76796875,230.073,14114,70.3434042,20234.82645,24.24003101,,2975.81,8.808611015,,16.92618393,,7.342936187,
31-Jul-02,47.5,48.2015625,46.440625,47.53671875,256.599,14713,77.6709178,20136.86742,24.12268235,,2987.65,8.765967559,,16.84099121,,7.307388224,
30-Jul-02,47.890625,49,47.203125,47.48046875,363.564,18254,112.3306812,20113.03955,24.09413808,,2990.91,8.755594826,,16.82026866,,7.298741422,
29-Jul-02,48.359375,48.359375,46.575,46.9671875,224.566,13569,67.4797743,19895.61023,23.83367163,,3030.06,8.660943641,,16.63117534,,7.219839355,
26-Jul-02,47.65625,47.65625,46.46875,47.1265625,332.876,18380,100.2485545,19963.12253,23.91454706,,3024.35,8.69033305,,16.68988925,,7.244338627,
25-Jul-02,48.984375,49.65625,48.125,48.47890625,278.908,15969,87.0857225,20535.98426,24.60079886,,3094.96,8.939710831,,17.188094,,7.452222155,
24-Jul-02,48.59609375,49.4375,47.734375,47.91953125,261.806,15641,81.384156,20299.02932,24.31694196,,3107.48,8.836559767,,16.98201971,,7.366234514,
23-Jul-02,48.28125,50.515625,47.6875,50.3078125,243.605,15860,76.9190932,21310.721,25.52888404,,3176.93,9.276968708,,17.86186483,,7.733363309,
22-Jul-02,49.0625,49.0625,47.890625,48.22265625,213.208,14167,65.8830994,20427.43507,24.47076385,,3153.34,8.892457271,,17.09369125,,7.412831168,
19-Jul-02,49.453125,49.6640625,49.15,49.46171875,141.883,10510,44.8820876,20952.31011,25.09953067,,3230.27,9.120945521,,17.55016308,,7.603300998,
18-Jul-02,50.9375,51.078125,49.396875,50.15546875,280.322,16970,89.6387744,21246.18719,25.45157665,,3245.74,9.248875891,,17.80574125,,7.709944888,
17-Jul-02,49.53125,50.171875,48.828125,49.81875,196.242,14377,62.049453,21103.55091,25.28070748,,3216.07,9.18678356,,17.68169374,,7.658184171,
16-Jul-02,50.86328125,51.171875,49.31640625,49.4578125,294.915,16556,94.76884,20950.6554,25.09754842,,3229.18,9.120225192,,17.54872401,,7.602700526,
15-Jul-02,51.7203125,51.7203125,50.1875,50.75390625,167.917,11259,54.4848278,21499.68926,25.75525595,,3278.71,9.359230241,,18.02620621,,7.801937252,
12-Jul-02,52.03125,52.34375,51.578125,51.8875,195.415,12740,64.9938061,21979.88704,26.33050226,,3305.83,9.568269617,,18.44382324,,7.976194328,
11-Jul-02,52.34375,52.34375,50.94140625,51.58828125,256.065,16077,84.2156049,21853.13601,26.17866261,,3290.56,9.513092442,,18.33359076,,7.930198146,
10-Jul-02,53.890625,54.34375,51.79765625,52.0328125,448.019,21469,152.1593964,22041.44238,26.40424162,,3332.36,9.595065843,,18.49735651,,7.998531899,
09-Jul-02,53.125,53.5625,52.828125,52.99765625,128.607,8317,43.7470944,22450.15655,26.89385512,,3358.58,9.772987021,,18.85280588,,8.14684857,
08-Jul-02,53.921875,54.296875,53.1296875,53.484375,188.933,10384,64.9157996,22656.33382,27.14084234,,3357.66,9.862739972,,19.03211354,,8.221667425,
05-Jul-02,52.5,53.5140625,52.203125,53.3484375,207.529,11719,70.1572565,22598.7498,27.07186036,,3330.61,9.837672535,,18.98203403,,8.200770987,
04-Jul-02,53.109375,53.8578125,52.0484375,52.31484375,429.145,16914,146.0131419,22160.91267,26.54735942,,3316.77,9.647073572,,18.60125709,,8.041886003,
03-Jul-02,48.4375,53.015625,48.4375,52.84453125,351.079,18079,117.6956742,22385.29179,26.81615128,,3310.19,9.744750138,,18.79639448,,8.123310054,
02-Jul-02,50.796875,51.546875,50.5984375,51.07578125,204.949,11570,66.9272332,21636.03763,25.9185926,,3285.04,9.418585322,,18.14478527,,7.851416173,
01-Jul-02,51.484375,52.09375,51.0046875,51.74609375,226.754,12767,74.9651798,21919.98642,26.25874514,,3288.71,9.54219372,,18.39172904,,7.954457229,
28-Jun-02,50.015625,51.546875,49.6875,51.3265625,250.763,15249,81.5833709,21741.48184,26.90910669,,3244.7,10.45106249,,18.9810019,,8.35057818,
27-Jun-02,48.3140625,50.0625,48.046875,49.69375,364.257,19618,115.4144122,21049.83679,26.05306796,,3217.15,10.11859087,,18.35493712,,8.084927652,
26-Jun-02,49.63515625,49.63515625,47.734375,47.90234375,347.88,18131,108.0653468,20291.0128,25.11388287,,3180.89,9.75382655,,17.66806319,,7.793474704,
25-Jun-02,50,50.5,49.0109375,49.87265625,300.282,17465,95.6444355,21125.6199,26.14686359,,3214.34,10.15501958,,18.42353465,,8.114034815,
24-Jun-02,48.8265625,50.0625,48.3125,49.7671875,261.416,16016,82.8318631,21080.94427,26.09156922,,3231.62,10.13354414,,18.38309506,,8.09687557,
21-Jun-02,50.625,50.9375,48.75,49.0484375,246.723,16749,78.0552657,20776.48807,25.71474834,,3242.75,9.987192994,,18.10750674,,7.979938496,
20-Jun-02,48.9375,51.265625,48.64140625,50.7703125,301.692,17245,97.6065024,21505.85922,26.6174801,,3264.02,10.33779943,,18.7677205,,8.260079053,
19-Jun-02,51.484375,51.640625,48.765625,49.2296875,446.661,22618,142.6254188,20853.26398,25.80977274,,3242.26,10.02409893,,18.17700292,,8.009426975,
18-Jun-02,53.515625,53.7328125,51.01953125,51.2703125,193.722,12647,64.5659443,21717.65484,26.87961636,,3284.54,10.43960892,,18.95943411,,8.341426583,
17-Jun-02,53.671875,53.90625,52.5171875,52.72890625,115.618,7124,39.2149483,22335.50236,27.644317,,3323.5,10.7366063,,19.51869867,,8.578732581,
14-Jun-02,54.0625,54.0625,52.734375,53.00390625,106.829,6864,36.4269819,22451.98995,27.78849194,,3312.07,10.79260152,,19.62414116,,8.623473723,
13-Jun-02,54.6875,57.8125,53.79921875,53.946875,129.634,7911,45.1403705,22851.42324,28.28286455,,3311.16,10.98460786,,19.98570106,,8.77689008,
12-Jun-02,55.15625,55.3125,53.921875,54.34140625,131.028,8690,45.5235663,23018.54322,28.48970645,,3344.41,11.06494191,,20.13697508,,8.841078366,
11-Jun-02,53.984375,55.46875,53.359375,55.27109375,196.974,11552,68.7670183,23412.3507,28.97711606,,3362.42,11.25424394,,20.49344258,,8.99233393,
10-Jun-02,51.546875,53.109375,51.40625,52.76015625,204.959,11969,68.8209396,22348.73959,27.66070051,,3279.49,10.74296939,,19.53068078,,8.583816802,
07-Jun-02,53.109375,53.109375,50.625,50.6765625,383.786,20335,125.5926877,21466.14754,26.56832955,,3217.76,10.31871015,,18.7317742,,8.244826391,
06-Jun-02,53.90625,54.515625,52.89375,53.2875,258.273,14217,88.7477417,22572.11778,27.93717235,,3259.31,10.85034659,,19.73287873,,8.669613025,
05-Jun-02,52.734375,54.296875,51.953125,53.62578125,293.013,16255,100.1732187,22715.41075,28.11452392,,3255.52,10.91922708,,19.86258497,,8.724649713,
04-Jun-02,51.25,52.328125,51.0625,52.11328125,242.663,14314,80.6024699,22074.72901,27.32156172,,3191.6,10.61125336,,19.28265129,,8.478573434,
03-Jun-02,53.59375,53.809375,51.46875,51.80625,289.666,18268,97.6256558,21944.67326,27.16059367,,3161.09,10.54873597,,19.16492714,,8.428620967,
31-May-02,55.015625,55.34375,52.46875,52.84453125,325.66,20150,111.6173031,22384.4801,27.70493601,,3125.73,10.76014975,,19.56303245,,8.597544197,
30-May-02,55,55.84375,54.734375,55.51640625,143.787,10086,50.9100353,23516.26292,29.10572667,,3135.89,11.30419422,,20.58750208,,9.032245061,
29-May-02,55.15625,56.09375,53.78125,55.27890625,371.987,21075,130.4396725,23415.66,28.98121194,,3160.24,11.25583471,,20.49643811,,8.993604985,
28-May-02,56.640625,57.265625,54.6875,54.85234375,213.294,12890,75.7213848,23234.97187,28.75757694,,3146.83,11.16897849,,20.33288243,,8.924205373,
27-May-02,58.59375,58.6875,57.2671875,57.659375,104.136,6364,38.5844076,24424.00569,30.22922631,,3243.41,11.74054334,,21.40917465,,9.380895491,
24-May-02,57.5203125,59.375,57.515625,58.97734375,160.694,9384,60.239287,24982.2857,30.92020112,,3255.62,12.00890679,,21.91451975,,9.595322497,
23-May-02,56.40625,57.40625,56.17734375,57.07890625,127.199,8252,46.1861384,24178.12422,29.92490249,,3114.05,11.62234888,,21.18660712,,9.286456093,
22-May-02,56.25,57.6328125,55.546875,57.32109375,225.167,12277,81.4506371,24280.71272,30.05187475,,3175.49,11.67166285,,21.27946841,,9.325858803,
21-May-02,58.14921875,58.203125,55.953125,56.54140625,208.809,11837,75.7785701,23950.44393,29.64310601,,3186.53,11.51290368,,20.98051499,,9.199007498,
20-May-02,59.4375,59.9296875,58.625,58.90078125,212.718,11944,80.8513967,24949.8545,30.88006151,,3282.81,11.99331722,,21.88516361,,9.582866156,
17-May-02,59.71875,60,58.4375,59.09765625,177.064,8959,67.0238273,25033.24902,30.98327766,,3333.76,12.0334047,,21.96065084,,9.614896746,
16-May-02,60.390625,60.828125,59.159375,59.5515625,150.776,8861,57.7108248,25225.51973,31.22124824,,3355.61,12.12582863,,22.13469086,,9.688745051,
15-May-02,60.078125,61.4515625,59.5625,60.6046875,256.243,14311,99.8509125,25671.61424,31.77337275,,3395.59,12.34026487,,22.53848766,,9.860083286,
14-May-02,60.625,60.78125,59.0625,59.8578125,126.895,7848,48.8225667,25355.24454,31.3818067,,3420.33,12.18818695,,22.25211545,,9.738570413,
13-May-02,59.21875,60.171875,58.9234375,59.87578125,60.92,5473,23.2470032,25362.85595,31.39122722,,3442.49,12.19184572,,22.25900516,,9.74149384,
10-May-02,59.375,59.984375,58.6875,59.66328125,104.891,6830,39.7780259,25272.84281,31.27981931,,3431.32,12.14857669,,22.17752687,,9.70692114,
09-May-02,61.725,64.0625,59.375,59.8390625,142.72,9085,55.4646904,25347.30221,31.37197659,,3462.01,12.18436909,,22.24492619,,9.735519881,
08-May-02,58.59375,59.6875,58.578125,59.5421875,157.367,8991,59.8044128,25221.54856,31.21633318,,3435.06,12.1239197,,22.13109623,,9.687219785,
07-May-02,57.65234375,58.40625,57.1875,58.2171875,99.503,6560,36.8357665,24660.29018,30.52167208,,3423.75,11.85412455,,21.62305515,,9.47164883,
06-May-02,58.5625,58.671875,57.890625,58.23671875,110.745,6915,41.240083,24668.56344,30.53191178,,3384.35,11.85810148,,21.63054396,,9.474826468,
03-May-02,58.203125,59.140625,57.925,58.6984375,85.701,5847,32.0014101,24864.14346,30.77397824,,3380.61,11.95211619,,21.8075795,,9.549945828,
02-May-02,58.359375,59,58.125,58.6,160.137,8711,60.1392272,24822.4462,30.72237016,,3372.56,11.93207244,,21.76983589,,9.533930533,
30-Apr-02,57.028125,58.203125,56.5625,57.6484375,170.557,11281,62.8670537,24419.37266,30.22349208,,3338.16,11.73831625,,21.40498091,,9.379116014,
29-Apr-02,58.90859375,59.359375,56.58046875,56.77734375,210.952,12366,77.740756,24050.38499,29.76680156,,3301.21,11.56094503,,21.07097985,,9.237393364,
26-Apr-02,59.6875,59.96875,58.9703125,59.57421875,125.65,8670,47.7747445,25235.11672,31.23312629,,3371.7,12.13044187,,22.14337788,,9.692431111,
25-Apr-02,60.921875,61.640625,58.828125,59.22265625,152.577,9330,58.3401489,25086.19792,31.04881173,,3359.64,12.05885708,,22.00857925,,9.635233629,
24-Apr-02,60.921875,61.4640625,60.1734375,60.5921875,133.38,8859,51.969815,25666.31935,31.76681934,,3411.92,12.33771964,,22.53369482,,9.858049598,
23-Apr-02,60.9375,61.71875,60.0328125,61.3515625,236.196,14892,92.2189789,25987.98394,32.16493879,,3403.82,12.4923428,,22.82485987,,9.981596159,
22-Apr-02,59.921875,62.03125,59.0015625,61.6953125,225.064,12704,87.1851631,26133.59343,32.34515747,,3390.25,12.56233683,,22.95666298,,10.03752259,
19-Apr-02,62.03125,62.0625,59.6875,60.1671875,190.21,10844,73.7476894,25486.29308,31.54400351,,3364.4,12.25118157,,22.37073825,,9.788904197,
18-Apr-02,62.109375,62.453125,61.09375,61.93203125,159.23,9573,62.8003789,26233.86542,32.46926261,,3420.94,12.61053726,,23.0474274,,10.07603556,
17-Apr-02,60.53125,62.25,60.34375,61.85859375,354.15,16522,139.9676992,26202.75794,32.43076135,,3421.82,12.59558399,,23.01926946,,10.06408764,
16-Apr-02,59.75,60.15625,58.87890625,59.5296875,195.915,11852,74.5382335,25216.25367,31.20977978,,3413.72,12.12137447,,22.12630339,,9.685186096,
15-Apr-02,61.25,61.328125,59.375,59.49375,173.456,10531,66.5018765,25201.03086,31.19093873,,3461.51,12.11405691,,22.11252397,,9.679339243,
12-Apr-02,60.125,61.71875,59.375,60.69140625,250.713,14679,97.1968227,25708.34755,31.818837,,3510.9,12.35792246,,22.57173799,,9.874191998,
11-Apr-02,60.140625,60.9375,59.375,60.72578125,376.201,18867,144.9677146,25722.90849,31.83685887,,3497.67,12.36492186,,22.5849183,,9.879784641,
10-Apr-02,56.075,59.375,55.453125,58.98359375,443.704,24612,164.6699719,24984.93314,30.92347783,,3479.59,12.01017941,,21.91691618,,9.596339341,
09-Apr-02,56.328125,56.703125,54.875,56.29921875,359.227,16907,128.0252597,23847.85543,29.51613376,,3463.33,11.4635897,,20.88765371,,9.159604788,
08-Apr-02,57.1875,57.8125,56.4375,56.609375,157.766,10739,57.5118047,23979.2349,29.67874016,,3480.17,11.5267434,,21.00657606,,9.210065678,
05-Apr-02,57.421875,58,56.328125,56.66875,203.492,14387,74.262924,24004.38563,29.70986884,,3500.57,11.53883328,,21.02934205,,9.219725697,
04-Apr-02,55.015625,57.38125,55.015625,57.06328125,311.169,16480,112.6116959,24171.50561,29.91671074,,3512.55,11.61916733,,21.18061607,,9.283913983,
03-Apr-02,55.0625,55.46875,54.62265625,55.00390625,187.165,13445,65.9840802,23299.17241,28.837037,,3462.99,11.19983949,,20.39099562,,8.948863843,
02-Apr-02,55.484375,56.703125,55.25078125,55.634375,309.261,18744,110.8526686,23566.23345,29.16757444,,3505.79,11.32821489,,20.63273451,,9.051437994,
01-Apr-02,59,59.0625,55.1734375,55.59140625,329.574,19827,119.4095779,23548.03226,29.14504711,,3500.18,11.31946564,,20.61625912,,9.044447191,
28-Mar-02,57.890625,59.8734375,57.625,58.36640625,402.353,20875,151.3404715,24717.30343,31.71735551,,3469.35,12.43779487,,23.14508472,,9.945296285,
27-Mar-02,57.6875,58.20078125,57.34375,57.534375,222.711,13772,82.2520779,24364.9506,31.26521476,,3459.08,12.26049025,,22.809923,,9.803522997,
26-Mar-02,60.171875,60.171875,56.97265625,57.3421875,272.817,15020,101.3864444,24283.56205,31.16077661,,3466.29,12.21953537,,22.73250536,,9.770775364,
22-Mar-02,60.0625,61.015625,59.46875,59.85546875,274.857,16463,105.8070152,25347.89922,32.52653887,,3516.11,12.75511189,,23.74491406,,10.19902388,
